sido,sigungu,car_type,car_purpose,year,month,value
경기,구리시,화물,관용,2025,05,100
경기,구리시,화물,자가용,2025,05,"8,203"
경기,구리시,화물,영업용,2025,05,"1,420"
경기,구리시,화물,계,2025,05,"9,723"
경기,구리시,특수,관용,2025,05,14
경기,구리시,특수,자가용,2025,05,194
경기,구리시,특수,영업용,2025,05,146
경기,구리시,특수,계,2025,05,354
경기,구리시,총계,관용,2025,05,283
경기,구리시,총계,자가용,2025,05,"71,640"
경기,구리시,총계,영업용,2025,05,"3,000"
경기,구리시,총계,계,2025,05,"74,923"
경기,군포시,승용,관용,2025,05,130
경기,군포시,승용,자가용,2025,05,"86,919"
경기,군포시,승용,영업용,2025,05,879
경기,군포시,승용,계,2025,05,"87,928"
경기,군포시,승합,관용,2025,05,72
경기,군포시,승합,자가용,2025,05,"1,941"
경기,군포시,승합,영업용,2025,05,174
경기,군포시,승합,계,2025,05,"2,187"
경기,군포시,화물,관용,2025,05,92
경기,군포시,화물,자가용,2025,05,"8,860"
경기,군포시,화물,영업용,2025,05,"3,783"
경기,군포시,화물,계,2025,05,"12,735"
경기,군포시,특수,관용,2025,05,10
경기,군포시,특수,자가용,2025,05,179
경기,군포시,특수,영업용,2025,05,247
경기,군포시,특수,계,2025,05,436
경기,군포시,총계,관용,2025,05,304
경기,군포시,총계,자가용,2025,05,"97,899"
경기,군포시,총계,영업용,2025,05,"5,083"
경기,군포시,총계,계,2025,05,"103,286"
경기,김포시,승용,관용,2025,05,260
경기,김포시,승용,자가용,2025,05,"203,810"
경기,김포시,승용,영업용,2025,05,"3,013"
경기,김포시,승용,계,2025,05,"207,083"
경기,김포시,승합,관용,2025,05,112
경기,김포시,승합,자가용,2025,05,"4,726"
경기,김포시,승합,영업용,2025,05,"1,684"
경기,김포시,승합,계,2025,05,"6,522"
경기,김포시,화물,관용,2025,05,207
경기,김포시,화물,자가용,2025,05,"30,771"
경기,김포시,화물,영업용,2025,05,"4,566"
경기,김포시,화물,계,2025,05,"35,544"
경기,김포시,특수,관용,2025,05,9
경기,김포시,특수,자가용,2025,05,723
경기,김포시,특수,영업용,2025,05,684
경기,김포시,특수,계,2025,05,"1,416"
경기,김포시,총계,관용,2025,05,588
경기,김포시,총계,자가용,2025,05,"240,030"
경기,김포시,총계,영업용,2025,05,"9,947"
경기,김포시,총계,계,2025,05,"250,565"
경기,남양주시,승용,관용,2025,05,380
경기,남양주시,승용,자가용,2025,05,"270,426"
경기,남양주시,승용,영업용,2025,05,"2,229"
경기,남양주시,승용,계,2025,05,"273,035"
경기,남양주시,승합,관용,2025,05,198
경기,남양주시,승합,자가용,2025,05,"6,700"
경기,남양주시,승합,영업용,2025,05,"1,024"
경기,남양주시,승합,계,2025,05,"7,922"
경기,남양주시,화물,관용,2025,05,219
경기,남양주시,화물,자가용,2025,05,"42,496"
경기,남양주시,화물,영업용,2025,05,"6,605"
경기,남양주시,화물,계,2025,05,"49,320"
경기,남양주시,특수,관용,2025,05,28
경기,남양주시,특수,자가용,2025,05,"1,122"
경기,남양주시,특수,영업용,2025,05,501
경기,남양주시,특수,계,2025,05,"1,651"
경기,남양주시,총계,관용,2025,05,825
경기,남양주시,총계,자가용,2025,05,"320,744"
경기,남양주시,총계,영업용,2025,05,"10,359"
경기,남양주시,총계,계,2025,05,"331,928"
경기,동두천시,승용,관용,2025,05,99
경기,동두천시,승용,자가용,2025,05,"32,065"
경기,동두천시,승용,영업용,2025,05,669
경기,동두천시,승용,계,2025,05,"32,833"
경기,동두천시,승합,관용,2025,05,45
경기,동두천시,승합,자가용,2025,05,"1,171"
경기,동두천시,승합,영업용,2025,05,72
경기,동두천시,승합,계,2025,05,"1,288"
경기,동두천시,화물,관용,2025,05,82
경기,동두천시,화물,자가용,2025,05,"5,294"
경기,동두천시,화물,영업용,2025,05,689
경기,동두천시,화물,계,2025,05,"6,065"
경기,동두천시,특수,관용,2025,05,11
경기,동두천시,특수,자가용,2025,05,114
경기,동두천시,특수,영업용,2025,05,54
경기,동두천시,특수,계,2025,05,179
경기,동두천시,총계,관용,2025,05,237
경기,동두천시,총계,자가용,2025,05,"38,644"
경기,동두천시,총계,영업용,2025,05,"1,484"
경기,동두천시,총계,계,2025,05,"40,365"
경기,부천시,승용,관용,2025,05,5
경기,부천시,승용,자가용,2025,05,97
경기,부천시,승용,영업용,2025,05,1
경기,부천시,승용,계,2025,05,103
경기,부천시,승합,관용,2025,05,0
경기,부천시,승합,자가용,2025,05,38
경기,부천시,승합,영업용,2025,05,10
경기,부천시,승합,계,2025,05,48
경기,부천시,화물,관용,2025,05,0
경기,부천시,화물,자가용,2025,05,127
경기,부천시,화물,영업용,2025,05,7
경기,부천시,화물,계,2025,05,134
경기,부천시,특수,관용,2025,05,0
경기,부천시,특수,자가용,2025,05,0
경기,부천시,특수,영업용,2025,05,1
경기,부천시,특수,계,2025,05,1
경기,부천시,총계,관용,2025,05,5
경기,부천시,총계,자가용,2025,05,262
경기,부천시,총계,영업용,2025,05,19
경기,부천시,총계,계,2025,05,286
경기,부천시 소사구,승용,관용,2025,05,49
경기,부천시 소사구,승용,자가용,2025,05,"73,100"
경기,부천시 소사구,승용,영업용,2025,05,"1,679"
경기,부천시 소사구,승용,계,2025,05,"74,828"
경기,부천시 소사구,승합,관용,2025,05,19
경기,부천시 소사구,승합,자가용,2025,05,"2,005"
경기,부천시 소사구,승합,영업용,2025,05,115
경기,부천시 소사구,승합,계,2025,05,"2,139"
경기,부천시 소사구,화물,관용,2025,05,34
경기,부천시 소사구,화물,자가용,2025,05,"8,128"
경기,부천시 소사구,화물,영업용,2025,05,"1,276"
경기,부천시 소사구,화물,계,2025,05,"9,438"
경기,부천시 소사구,특수,관용,2025,05,1
경기,부천시 소사구,특수,자가용,2025,05,172
경기,부천시 소사구,특수,영업용,2025,05,177
경기,부천시 소사구,특수,계,2025,05,350
경기,부천시 소사구,총계,관용,2025,05,103
경기,부천시 소사구,총계,자가용,2025,05,"83,405"
경기,부천시 소사구,총계,영업용,2025,05,"3,247"
경기,부천시 소사구,총계,계,2025,05,"86,755"
경기,부천시 오정구,승용,관용,2025,05,39
경기,부천시 오정구,승용,자가용,2025,05,"52,286"
경기,부천시 오정구,승용,영업용,2025,05,952
경기,부천시 오정구,승용,계,2025,05,"53,277"
경기,부천시 오정구,승합,관용,2025,05,31
경기,부천시 오정구,승합,자가용,2025,05,"1,788"
경기,부천시 오정구,승합,영업용,2025,05,446
경기,부천시 오정구,승합,계,2025,05,"2,265"
경기,부천시 오정구,화물,관용,2025,05,32
경기,부천시 오정구,화물,자가용,2025,05,"9,652"
경기,부천시 오정구,화물,영업용,2025,05,"1,755"
경기,부천시 오정구,화물,계,2025,05,"11,439"
경기,부천시 오정구,특수,관용,2025,05,4
경기,부천시 오정구,특수,자가용,2025,05,197
경기,부천시 오정구,특수,영업용,2025,05,174
경기,부천시 오정구,특수,계,2025,05,375
경기,부천시 오정구,총계,관용,2025,05,106
경기,부천시 오정구,총계,자가용,2025,05,"63,923"
경기,부천시 오정구,총계,영업용,2025,05,"3,327"
경기,부천시 오정구,총계,계,2025,05,"67,356"
경기,부천시 원미구,승용,관용,2025,05,195
경기,부천시 원미구,승용,자가용,2025,05,"128,490"
경기,부천시 원미구,승용,영업용,2025,05,"2,773"
경기,부천시 원미구,승용,계,2025,05,"131,458"
경기,부천시 원미구,승합,관용,2025,05,149
경기,부천시 원미구,승합,자가용,2025,05,"3,309"
경기,부천시 원미구,승합,영업용,2025,05,571
경기,부천시 원미구,승합,계,2025,05,"4,029"
경기,부천시 원미구,화물,관용,2025,05,158
경기,부천시 원미구,화물,자가용,2025,05,"15,442"
경기,부천시 원미구,화물,영업용,2025,05,"3,303"
경기,부천시 원미구,화물,계,2025,05,"18,903"
경기,부천시 원미구,특수,관용,2025,05,25
경기,부천시 원미구,특수,자가용,2025,05,362
경기,부천시 원미구,특수,영업용,2025,05,198
경기,부천시 원미구,특수,계,2025,05,585
경기,부천시 원미구,총계,관용,2025,05,527
경기,부천시 원미구,총계,자가용,2025,05,"147,603"
경기,부천시 원미구,총계,영업용,2025,05,"6,845"
경기,부천시 원미구,총계,계,2025,05,"154,975"
경기,성남시 분당구,승용,관용,2025,05,202
경기,성남시 분당구,승용,자가용,2025,05,"179,004"
경기,성남시 분당구,승용,영업용,2025,05,"4,206"
경기,성남시 분당구,승용,계,2025,05,"183,412"
경기,성남시 분당구,승합,관용,2025,05,57
경기,성남시 분당구,승합,자가용,2025,05,"2,288"
경기,성남시 분당구,승합,영업용,2025,05,"1,396"
경기,성남시 분당구,승합,계,2025,05,"3,741"
경기,성남시 분당구,화물,관용,2025,05,106
경기,성남시 분당구,화물,자가용,2025,05,"7,494"
경기,성남시 분당구,화물,영업용,2025,05,"1,917"
경기,성남시 분당구,화물,계,2025,05,"9,517"
경기,성남시 분당구,특수,관용,2025,05,9
경기,성남시 분당구,특수,자가용,2025,05,356
경기,성남시 분당구,특수,영업용,2025,05,184
경기,성남시 분당구,특수,계,2025,05,549
경기,성남시 분당구,총계,관용,2025,05,374
경기,성남시 분당구,총계,자가용,2025,05,"189,142"
경기,성남시 분당구,총계,영업용,2025,05,"7,703"
경기,성남시 분당구,총계,계,2025,05,"197,219"
경기,성남시 수정구,승용,관용,2025,05,164
경기,성남시 수정구,승용,자가용,2025,05,"71,869"
경기,성남시 수정구,승용,영업용,2025,05,"1,730"
경기,성남시 수정구,승용,계,2025,05,"73,763"
경기,성남시 수정구,승합,관용,2025,05,59
경기,성남시 수정구,승합,자가용,2025,05,"1,955"
경기,성남시 수정구,승합,영업용,2025,05,197
경기,성남시 수정구,승합,계,2025,05,"2,211"
경기,성남시 수정구,화물,관용,2025,05,79
경기,성남시 수정구,화물,자가용,2025,05,"7,349"
경기,성남시 수정구,화물,영업용,2025,05,"1,547"
경기,성남시 수정구,화물,계,2025,05,"8,975"
경기,성남시 수정구,특수,관용,2025,05,3
경기,성남시 수정구,특수,자가용,2025,05,174
경기,성남시 수정구,특수,영업용,2025,05,163
경기,성남시 수정구,특수,계,2025,05,340
경기,성남시 수정구,총계,관용,2025,05,305
경기,성남시 수정구,총계,자가용,2025,05,"81,347"
경기,성남시 수정구,총계,영업용,2025,05,"3,637"
경기,성남시 수정구,총계,계,2025,05,"85,289"
경기,성남시 중원구,승용,관용,2025,05,216
경기,성남시 중원구,승용,자가용,2025,05,"63,513"
경기,성남시 중원구,승용,영업용,2025,05,"2,072"
경기,성남시 중원구,승용,계,2025,05,"65,801"
경기,성남시 중원구,승합,관용,2025,05,56
경기,성남시 중원구,승합,자가용,2025,05,"1,976"
경기,성남시 중원구,승합,영업용,2025,05,310
경기,성남시 중원구,승합,계,2025,05,"2,342"
경기,성남시 중원구,화물,관용,2025,05,98
경기,성남시 중원구,화물,자가용,2025,05,"8,686"
경기,성남시 중원구,화물,영업용,2025,05,"1,584"
경기,성남시 중원구,화물,계,2025,05,"10,368"
경기,성남시 중원구,특수,관용,2025,05,20
경기,성남시 중원구,특수,자가용,2025,05,181
경기,성남시 중원구,특수,영업용,2025,05,150
경기,성남시 중원구,특수,계,2025,05,351
경기,성남시 중원구,총계,관용,2025,05,390
경기,성남시 중원구,총계,자가용,2025,05,"74,356"
경기,성남시 중원구,총계,영업용,2025,05,"4,116"
경기,성남시 중원구,총계,계,2025,05,"78,862"
경기,수원시 권선구,승용,관용,2025,05,106
경기,수원시 권선구,승용,자가용,2025,05,"185,406"
경기,수원시 권선구,승용,영업용,2025,05,"5,071"
경기,수원시 권선구,승용,계,2025,05,"190,583"
경기,수원시 권선구,승합,관용,2025,05,169
경기,수원시 권선구,승합,자가용,2025,05,"4,399"
경기,수원시 권선구,승합,영업용,2025,05,"1,501"
경기,수원시 권선구,승합,계,2025,05,"6,069"
경기,수원시 권선구,화물,관용,2025,05,159
경기,수원시 권선구,화물,자가용,2025,05,"19,723"
경기,수원시 권선구,화물,영업용,2025,05,"3,160"
경기,수원시 권선구,화물,계,2025,05,"23,042"
경기,수원시 권선구,특수,관용,2025,05,21
경기,수원시 권선구,특수,자가용,2025,05,628
경기,수원시 권선구,특수,영업용,2025,05,548
경기,수원시 권선구,특수,계,2025,05,"1,197"
경기,수원시 권선구,총계,관용,2025,05,455
경기,수원시 권선구,총계,자가용,2025,05,"210,156"
경기,수원시 권선구,총계,영업용,2025,05,"10,280"
경기,수원시 권선구,총계,계,2025,05,"220,891"
경기,수원시 영통구,승용,관용,2025,05,273
경기,수원시 영통구,승용,자가용,2025,05,"144,961"
경기,수원시 영통구,승용,영업용,2025,05,"1,871"
경기,수원시 영통구,승용,계,2025,05,"147,105"
경기,수원시 영통구,승합,관용,2025,05,109
경기,수원시 영통구,승합,자가용,2025,05,"1,960"
경기,수원시 영통구,승합,영업용,2025,05,140
경기,수원시 영통구,승합,계,2025,05,"2,209"
경기,수원시 영통구,화물,관용,2025,05,65
경기,수원시 영통구,화물,자가용,2025,05,"6,668"
경기,수원시 영통구,화물,영업용,2025,05,"1,477"
경기,수원시 영통구,화물,계,2025,05,"8,210"
경기,수원시 영통구,특수,관용,2025,05,2
경기,수원시 영통구,특수,자가용,2025,05,263
경기,수원시 영통구,특수,영업용,2025,05,129
경기,수원시 영통구,특수,계,2025,05,394
경기,수원시 영통구,총계,관용,2025,05,449
경기,수원시 영통구,총계,자가용,2025,05,"153,852"
경기,수원시 영통구,총계,영업용,2025,05,"3,617"
경기,수원시 영통구,총계,계,2025,05,"157,918"
경기,수원시 장안구,승용,관용,2025,05,282
경기,수원시 장안구,승용,자가용,2025,05,"98,668"
경기,수원시 장안구,승용,영업용,2025,05,"1,034"
경기,수원시 장안구,승용,계,2025,05,"99,984"
경기,수원시 장안구,승합,관용,2025,05,148
경기,수원시 장안구,승합,자가용,2025,05,"2,616"
경기,수원시 장안구,승합,영업용,2025,05,478
경기,수원시 장안구,승합,계,2025,05,"3,242"
경기,수원시 장안구,화물,관용,2025,05,101
경기,수원시 장안구,화물,자가용,2025,05,"8,174"
경기,수원시 장안구,화물,영업용,2025,05,"2,145"
경기,수원시 장안구,화물,계,2025,05,"10,420"
경기,수원시 장안구,특수,관용,2025,05,17
경기,수원시 장안구,특수,자가용,2025,05,255
경기,수원시 장안구,특수,영업용,2025,05,124
경기,수원시 장안구,특수,계,2025,05,396
경기,수원시 장안구,총계,관용,2025,05,548
경기,수원시 장안구,총계,자가용,2025,05,"109,713"
경기,수원시 장안구,총계,영업용,2025,05,"3,781"
경기,수원시 장안구,총계,계,2025,05,"114,042"
경기,수원시 팔달구,승용,관용,2025,05,147
경기,수원시 팔달구,승용,자가용,2025,05,"72,340"
경기,수원시 팔달구,승용,영업용,2025,05,"1,315"
경기,수원시 팔달구,승용,계,2025,05,"73,802"
경기,수원시 팔달구,승합,관용,2025,05,68
경기,수원시 팔달구,승합,자가용,2025,05,"2,290"
경기,수원시 팔달구,승합,영업용,2025,05,72
경기,수원시 팔달구,승합,계,2025,05,"2,430"
경기,수원시 팔달구,화물,관용,2025,05,90
경기,수원시 팔달구,화물,자가용,2025,05,"6,346"
경기,수원시 팔달구,화물,영업용,2025,05,"2,014"
경기,수원시 팔달구,화물,계,2025,05,"8,450"
경기,수원시 팔달구,특수,관용,2025,05,16
경기,수원시 팔달구,특수,자가용,2025,05,169
경기,수원시 팔달구,특수,영업용,2025,05,103
경기,수원시 팔달구,특수,계,2025,05,288
경기,수원시 팔달구,총계,관용,2025,05,321
경기,수원시 팔달구,총계,자가용,2025,05,"81,145"
경기,수원시 팔달구,총계,영업용,2025,05,"3,504"
경기,수원시 팔달구,총계,계,2025,05,"84,970"
경기,시흥시,승용,관용,2025,05,175
경기,시흥시,승용,자가용,2025,05,"227,911"
경기,시흥시,승용,영업용,2025,05,"1,858"
경기,시흥시,승용,계,2025,05,"229,944"
경기,시흥시,승합,관용,2025,05,107
경기,시흥시,승합,자가용,2025,05,"6,023"
경기,시흥시,승합,영업용,2025,05,470
경기,시흥시,승합,계,2025,05,"6,600"
경기,시흥시,화물,관용,2025,05,151
경기,시흥시,화물,자가용,2025,05,"37,150"
경기,시흥시,화물,영업용,2025,05,"6,436"
경기,시흥시,화물,계,2025,05,"43,737"
경기,시흥시,특수,관용,2025,05,23
경기,시흥시,특수,자가용,2025,05,731
경기,시흥시,특수,영업용,2025,05,514
경기,시흥시,특수,계,2025,05,"1,268"
경기,시흥시,총계,관용,2025,05,456
경기,시흥시,총계,자가용,2025,05,"271,815"
경기,시흥시,총계,영업용,2025,05,"9,278"
경기,시흥시,총계,계,2025,05,"281,549"
경기,안산시 단원구,승용,관용,2025,05,212
경기,안산시 단원구,승용,자가용,2025,05,"137,407"
경기,안산시 단원구,승용,영업용,2025,05,"5,626"
경기,안산시 단원구,승용,계,2025,05,"143,245"
경기,안산시 단원구,승합,관용,2025,05,152
경기,안산시 단원구,승합,자가용,2025,05,"4,672"
경기,안산시 단원구,승합,영업용,2025,05,"1,146"
경기,안산시 단원구,승합,계,2025,05,"5,970"
경기,안산시 단원구,화물,관용,2025,05,227
경기,안산시 단원구,화물,자가용,2025,05,"22,912"
경기,안산시 단원구,화물,영업용,2025,05,"4,027"
경기,안산시 단원구,화물,계,2025,05,"27,166"
경기,안산시 단원구,특수,관용,2025,05,12
경기,안산시 단원구,특수,자가용,2025,05,436
경기,안산시 단원구,특수,영업용,2025,05,319
경기,안산시 단원구,특수,계,2025,05,767
경기,안산시 단원구,총계,관용,2025,05,603
경기,안산시 단원구,총계,자가용,2025,05,"165,427"
경기,안산시 단원구,총계,영업용,2025,05,"11,118"
경기,안산시 단원구,총계,계,2025,05,"177,148"
경기,안산시 상록구,승용,관용,2025,05,82
경기,안산시 상록구,승용,자가용,2025,05,"121,938"
경기,안산시 상록구,승용,영업용,2025,05,"2,161"
경기,안산시 상록구,승용,계,2025,05,"124,181"
경기,안산시 상록구,승합,관용,2025,05,41
경기,안산시 상록구,승합,자가용,2025,05,"3,705"
경기,안산시 상록구,승합,영업용,2025,05,638
경기,안산시 상록구,승합,계,2025,05,"4,384"
경기,안산시 상록구,화물,관용,2025,05,33
경기,안산시 상록구,화물,자가용,2025,05,"18,112"
경기,안산시 상록구,화물,영업용,2025,05,"2,691"
경기,안산시 상록구,화물,계,2025,05,"20,836"
경기,안산시 상록구,특수,관용,2025,05,3
경기,안산시 상록구,특수,자가용,2025,05,461
경기,안산시 상록구,특수,영업용,2025,05,367
경기,안산시 상록구,특수,계,2025,05,831
경기,안산시 상록구,총계,관용,2025,05,159
경기,안산시 상록구,총계,자가용,2025,05,"144,216"
경기,안산시 상록구,총계,영업용,2025,05,"5,857"
경기,안산시 상록구,총계,계,2025,05,"150,232"
경기,안성시,승용,관용,2025,05,175
경기,안성시,승용,자가용,2025,05,"96,415"
경기,안성시,승용,영업용,2025,05,767
경기,안성시,승용,계,2025,05,"97,357"
경기,안성시,승합,관용,2025,05,93
경기,안성시,승합,자가용,2025,05,"2,969"
경기,안성시,승합,영업용,2025,05,561
경기,안성시,승합,계,2025,05,"3,623"
경기,안성시,화물,관용,2025,05,131
경기,안성시,화물,자가용,2025,05,"19,562"
경기,안성시,화물,영업용,2025,05,"3,352"
경기,안성시,화물,계,2025,05,"23,045"
경기,안성시,특수,관용,2025,05,16
경기,안성시,특수,자가용,2025,05,952
경기,안성시,특수,영업용,2025,05,303
경기,안성시,특수,계,2025,05,"1,271"
경기,안성시,총계,관용,2025,05,415
경기,안성시,총계,자가용,2025,05,"119,898"
경기,안성시,총계,영업용,2025,05,"4,983"
경기,안성시,총계,계,2025,05,"125,296"
경기,안양시 동안구,승용,관용,2025,05,159
경기,안양시 동안구,승용,자가용,2025,05,"119,832"
경기,안양시 동안구,승용,영업용,2025,05,"2,281"
경기,안양시 동안구,승용,계,2025,05,"122,272"
경기,안양시 동안구,승합,관용,2025,05,112
경기,안양시 동안구,승합,자가용,2025,05,"1,988"
경기,안양시 동안구,승합,영업용,2025,05,589
경기,안양시 동안구,승합,계,2025,05,"2,689"
경기,안양시 동안구,화물,관용,2025,05,130
경기,안양시 동안구,화물,자가용,2025,05,"9,899"
경기,안양시 동안구,화물,영업용,2025,05,"3,824"
경기,안양시 동안구,화물,계,2025,05,"13,853"
경기,안양시 동안구,특수,관용,2025,05,10
경기,안양시 동안구,특수,자가용,2025,05,351
경기,안양시 동안구,특수,영업용,2025,05,171
경기,안양시 동안구,특수,계,2025,05,532
경기,안양시 동안구,총계,관용,2025,05,411
경기,안양시 동안구,총계,자가용,2025,05,"132,070"
경기,안양시 동안구,총계,영업용,2025,05,"6,865"
경기,안양시 동안구,총계,계,2025,05,"139,346"
경기,안양시 만안구,승용,관용,2025,05,93
경기,안양시 만안구,승용,자가용,2025,05,"76,917"
경기,안양시 만안구,승용,영업용,2025,05,"1,349"
경기,안양시 만안구,승용,계,2025,05,"78,359"
경기,안양시 만안구,승합,관용,2025,05,29
경기,안양시 만안구,승합,자가용,2025,05,"2,056"
경기,안양시 만안구,승합,영업용,2025,05,920
경기,안양시 만안구,승합,계,2025,05,"3,005"
경기,안양시 만안구,화물,관용,2025,05,42
경기,안양시 만안구,화물,자가용,2025,05,"9,032"
경기,안양시 만안구,화물,영업용,2025,05,"1,579"
경기,안양시 만안구,화물,계,2025,05,"10,653"
경기,안양시 만안구,특수,관용,2025,05,0
경기,안양시 만안구,특수,자가용,2025,05,201
경기,안양시 만안구,특수,영업용,2025,05,125
경기,안양시 만안구,특수,계,2025,05,326
경기,안양시 만안구,총계,관용,2025,05,164
경기,안양시 만안구,총계,자가용,2025,05,"88,206"
경기,안양시 만안구,총계,영업용,2025,05,"3,973"
경기,안양시 만안구,총계,계,2025,05,"92,343"
경기,양주시,승용,관용,2025,05,187
경기,양주시,승용,자가용,2025,05,"120,152"
경기,양주시,승용,영업용,2025,05,703
경기,양주시,승용,계,2025,05,"121,042"
경기,양주시,승합,관용,2025,05,90
경기,양주시,승합,자가용,2025,05,"3,560"
경기,양주시,승합,영업용,2025,05,510
경기,양주시,승합,계,2025,05,"4,160"
경기,양주시,화물,관용,2025,05,171
경기,양주시,화물,자가용,2025,05,"20,062"
경기,양주시,화물,영업용,2025,05,"3,044"
경기,양주시,화물,계,2025,05,"23,277"
경기,양주시,특수,관용,2025,05,14
경기,양주시,특수,자가용,2025,05,523
경기,양주시,특수,영업용,2025,05,262
경기,양주시,특수,계,2025,05,799
경기,양주시,총계,관용,2025,05,462
경기,양주시,총계,자가용,2025,05,"144,297"
경기,양주시,총계,영업용,2025,05,"4,519"
경기,양주시,총계,계,2025,05,"149,278"
경기,양평군,승용,관용,2025,05,245
경기,양평군,승용,자가용,2025,05,"54,306"
경기,양평군,승용,영업용,2025,05,415
경기,양평군,승용,계,2025,05,"54,966"
경기,양평군,승합,관용,2025,05,97
경기,양평군,승합,자가용,2025,05,"1,613"
경기,양평군,승합,영업용,2025,05,518
경기,양평군,승합,계,2025,05,"2,228"
경기,양평군,화물,관용,2025,05,263
경기,양평군,화물,자가용,2025,05,"12,101"
경기,양평군,화물,영업용,2025,05,905
경기,양평군,화물,계,2025,05,"13,269"
경기,양평군,특수,관용,2025,05,11
경기,양평군,특수,자가용,2025,05,302
경기,양평군,특수,영업용,2025,05,82
경기,양평군,특수,계,2025,05,395
경기,양평군,총계,관용,2025,05,616
경기,양평군,총계,자가용,2025,05,"68,322"
경기,양평군,총계,영업용,2025,05,"1,920"
경기,양평군,총계,계,2025,05,"70,858"
경기,여주시,승용,관용,2025,05,190
경기,여주시,승용,자가용,2025,05,"54,019"
경기,여주시,승용,영업용,2025,05,363
경기,여주시,승용,계,2025,05,"54,572"
경기,여주시,승합,관용,2025,05,87
경기,여주시,승합,자가용,2025,05,"1,937"
경기,여주시,승합,영업용,2025,05,658
경기,여주시,승합,계,2025,05,"2,682"
경기,여주시,화물,관용,2025,05,201
경기,여주시,화물,자가용,2025,05,"14,285"
경기,여주시,화물,영업용,2025,05,"6,462"
경기,여주시,화물,계,2025,05,"20,948"
경기,여주시,특수,관용,2025,05,9
경기,여주시,특수,자가용,2025,05,342
경기,여주시,특수,영업용,2025,05,343
경기,여주시,특수,계,2025,05,694
경기,여주시,총계,관용,2025,05,487
경기,여주시,총계,자가용,2025,05,"70,583"
경기,여주시,총계,영업용,2025,05,"7,826"
경기,여주시,총계,계,2025,05,"78,896"
경기,연천군,승용,관용,2025,05,91
경기,연천군,승용,자가용,2025,05,"17,868"
경기,연천군,승용,영업용,2025,05,279
경기,연천군,승용,계,2025,05,"18,238"
경기,연천군,승합,관용,2025,05,69
경기,연천군,승합,자가용,2025,05,696
경기,연천군,승합,영업용,2025,05,245
경기,연천군,승합,계,2025,05,"1,010"
경기,연천군,화물,관용,2025,05,154
경기,연천군,화물,자가용,2025,05,"6,356"
경기,연천군,화물,영업용,2025,05,"4,112"
경기,연천군,화물,계,2025,05,"10,622"
경기,연천군,특수,관용,2025,05,7
경기,연천군,특수,자가용,2025,05,136
경기,연천군,특수,영업용,2025,05,492
경기,연천군,특수,계,2025,05,635
경기,연천군,총계,관용,2025,05,321
경기,연천군,총계,자가용,2025,05,"25,056"
경기,연천군,총계,영업용,2025,05,"5,128"
경기,연천군,총계,계,2025,05,"30,505"
경기,오산시,승용,관용,2025,05,95
경기,오산시,승용,자가용,2025,05,"110,951"
경기,오산시,승용,영업용,2025,05,"1,264"
경기,오산시,승용,계,2025,05,"112,310"
경기,오산시,승합,관용,2025,05,64
경기,오산시,승합,자가용,2025,05,"2,664"
경기,오산시,승합,영업용,2025,05,559
경기,오산시,승합,계,2025,05,"3,287"
경기,오산시,화물,관용,2025,05,65
경기,오산시,화물,자가용,2025,05,"10,700"
경기,오산시,화물,영업용,2025,05,"2,684"
경기,오산시,화물,계,2025,05,"13,449"
경기,오산시,특수,관용,2025,05,10
경기,오산시,특수,자가용,2025,05,335
경기,오산시,특수,영업용,2025,05,188
경기,오산시,특수,계,2025,05,533
경기,오산시,총계,관용,2025,05,234
경기,오산시,총계,자가용,2025,05,"124,650"
경기,오산시,총계,영업용,2025,05,"4,695"
경기,오산시,총계,계,2025,05,"129,579"
경기,용인시 기흥구,승용,관용,2025,05,48
경기,용인시 기흥구,승용,자가용,2025,05,"186,545"
경기,용인시 기흥구,승용,영업용,2025,05,"3,491"
경기,용인시 기흥구,승용,계,2025,05,"190,084"
경기,용인시 기흥구,승합,관용,2025,05,42
경기,용인시 기흥구,승합,자가용,2025,05,"3,153"
경기,용인시 기흥구,승합,영업용,2025,05,760
경기,용인시 기흥구,승합,계,2025,05,"3,955"
경기,용인시 기흥구,화물,관용,2025,05,49
경기,용인시 기흥구,화물,자가용,2025,05,"11,394"
경기,용인시 기흥구,화물,영업용,2025,05,"3,751"
경기,용인시 기흥구,화물,계,2025,05,"15,194"
경기,용인시 기흥구,특수,관용,2025,05,12
경기,용인시 기흥구,특수,자가용,2025,05,515
경기,용인시 기흥구,특수,영업용,2025,05,365
경기,용인시 기흥구,특수,계,2025,05,892
경기,용인시 기흥구,총계,관용,2025,05,151
경기,용인시 기흥구,총계,자가용,2025,05,"201,607"
경기,용인시 기흥구,총계,영업용,2025,05,"8,367"
경기,용인시 기흥구,총계,계,2025,05,"210,125"
경기,용인시 수지구,승용,관용,2025,05,27
경기,용인시 수지구,승용,자가용,2025,05,"144,807"
경기,용인시 수지구,승용,영업용,2025,05,863
경기,용인시 수지구,승용,계,2025,05,"145,697"
경기,용인시 수지구,승합,관용,2025,05,16
경기,용인시 수지구,승합,자가용,2025,05,"1,729"
경기,용인시 수지구,승합,영업용,2025,05,81
경기,용인시 수지구,승합,계,2025,05,"1,826"
경기,용인시 수지구,화물,관용,2025,05,23
경기,용인시 수지구,화물,자가용,2025,05,"4,785"
경기,용인시 수지구,화물,영업용,2025,05,"1,428"
경기,용인시 수지구,화물,계,2025,05,"6,236"
